MLP:

tuned_parameters = [{'hidden_layer_sizes': [(10,),(50,),(100,),(200,),(300,)], 'activation': ['logistic','tanh','relu'],
    					 'learning_rate': ['constant', 'adaptive'], 'learning_rate_init': [0.0005,0.001,0.003]
0.697 (+/-0.026) for {'activation': 'tanh', 'hidden_layer_sizes': (300,), 'learning_rate': 'constant', 'learning_rate_init': 0.001}
0.678 (+/-0.000) for {'activation': 'tanh', 'hidden_layer_sizes': (300,), 'learning_rate': 'constant', 'learning_rate_init': 0.003}
0.665 (+/-0.056) for {'activation': 'tanh', 'hidden_layer_sizes': (300,), 'learning_rate': 'adaptive', 'learning_rate_init': 0.0005}
0.697 (+/-0.026) for {'activation': 'tanh', 'hidden_layer_sizes': (300,), 'learning_rate': 'adaptive', 'learning_rate_init': 0.001}
0.678 (+/-0.000) for {'activation': 'tanh', 'hidden_layer_sizes': (300,), 'learning_rate': 'adaptive', 'learning_rate_init': 0.003}
0.440 (+/-0.003) for {'activation': 'relu', 'hidden_layer_sizes': (10,), 'learning_rate': 'constant', 'learning_rate_init': 0.0005}
0.555 (+/-0.237) for {'activation': 'relu', 'hidden_layer_sizes': (10,), 'learning_rate': 'constant', 'learning_rate_init': 0.001}
0.693 (+/-0.034) for {'activation': 'relu', 'hidden_layer_sizes': (10,), 'learning_rate': 'constant', 'learning_rate_init': 0.003}
0.440 (+/-0.003) for {'activation': 'relu', 'hidden_layer_sizes': (10,), 'learning_rate': 'adaptive', 'learning_rate_init': 0.0005}
0.555 (+/-0.237) for {'activation': 'relu', 'hidden_layer_sizes': (10,), 'learning_rate': 'adaptive', 'learning_rate_init': 0.001}
0.693 (+/-0.034) for {'activation': 'relu', 'hidden_layer_sizes': (10,), 'learning_rate': 'adaptive', 'learning_rate_init': 0.003}
0.687 (+/-0.007) for {'activation': 'relu', 'hidden_layer_sizes': (50,), 'learning_rate': 'constant', 'learning_rate_init': 0.0005}
0.573 (+/-0.229) for {'activation': 'relu', 'hidden_layer_sizes': (50,), 'learning_rate': 'constant', 'learning_rate_init': 0.001}
0.592 (+/-0.006) for {'activation': 'relu', 'hidden_layer_sizes': (50,), 'learning_rate': 'constant', 'learning_rate_init': 0.003}
0.687 (+/-0.007) for {'activation': 'relu', 'hidden_layer_sizes': (50,), 'learning_rate': 'adaptive', 'learning_rate_init': 0.0005}
0.573 (+/-0.229) for {'activation': 'relu', 'hidden_layer_sizes': (50,), 'learning_rate': 'adaptive', 'learning_rate_init': 0.001}
0.592 (+/-0.006) for {'activation': 'relu', 'hidden_layer_sizes': (50,), 'learning_rate': 'adaptive', 'learning_rate_init': 0.003}
0.580 (+/-0.280) for {'activation': 'relu', 'hidden_layer_sizes': (100,), 'learning_rate': 'constant', 'learning_rate_init': 0.0005}
0.599 (+/-0.239) for {'activation': 'relu', 'hidden_layer_sizes': (100,), 'learning_rate': 'constant', 'learning_rate_init': 0.001}
0.676 (+/-0.088) for {'activation': 'relu', 'hidden_layer_sizes': (100,), 'learning_rate': 'constant', 'learning_rate_init': 0.003}
0.580 (+/-0.280) for {'activation': 'relu', 'hidden_layer_sizes': (100,), 'learning_rate': 'adaptive', 'learning_rate_init': 0.0005}
0.599 (+/-0.239) for {'activation': 'relu', 'hidden_layer_sizes': (100,), 'learning_rate': 'adaptive', 'learning_rate_init': 0.001}
0.676 (+/-0.088) for {'activation': 'relu', 'hidden_layer_sizes': (100,), 'learning_rate': 'adaptive', 'learning_rate_init': 0.003}
0.708 (+/-0.029) for {'activation': 'relu', 'hidden_layer_sizes': (200,), 'learning_rate': 'constant', 'learning_rate_init': 0.0005}
0.704 (+/-0.030) for {'activation': 'relu', 'hidden_layer_sizes': (200,), 'learning_rate': 'constant', 'learning_rate_init': 0.001}
0.705 (+/-0.022) for {'activation': 'relu', 'hidden_layer_sizes': (200,), 'learning_rate': 'constant', 'learning_rate_init': 0.003}
0.708 (+/-0.029) for {'activation': 'relu', 'hidden_layer_sizes': (200,), 'learning_rate': 'adaptive', 'learning_rate_init': 0.0005}
0.704 (+/-0.030) for {'activation': 'relu', 'hidden_layer_sizes': (200,), 'learning_rate': 'adaptive', 'learning_rate_init': 0.001}
0.705 (+/-0.022) for {'activation': 'relu', 'hidden_layer_sizes': (200,), 'learning_rate': 'adaptive', 'learning_rate_init': 0.003}
0.700 (+/-0.015) for {'activation': 'relu', 'hidden_layer_sizes': (300,), 'learning_rate': 'constant', 'learning_rate_init': 0.0005}
0.697 (+/-0.018) for {'activation': 'relu', 'hidden_layer_sizes': (300,), 'learning_rate': 'constant', 'learning_rate_init': 0.001}
0.686 (+/-0.009) for {'activation': 'relu', 'hidden_layer_sizes': (300,), 'learning_rate': 'constant', 'learning_rate_init': 0.003}
0.700 (+/-0.015) for {'activation': 'relu', 'hidden_layer_sizes': (300,), 'learning_rate': 'adaptive', 'learning_rate_init': 0.0005}
0.697 (+/-0.018) for {'activation': 'relu', 'hidden_layer_sizes': (300,), 'learning_rate': 'adaptive', 'learning_rate_init': 0.001}
0.686 (+/-0.009) for {'activation': 'relu', 'hidden_layer_sizes': (300,), 'learning_rate': 'adaptive', 'learning_rate_init': 0.003}
